finding_id,severity,category,sheet,excel_row,code,field,current_value,related_codes
CAT-2025-0484,ERROR,UNASSIGNED_ROOT_NODE,Information Products,477,IP-1750,Parent,,
CAT-2025-0485,ERROR,UNASSIGNED_ROOT_NODE,Information Products,478,IP-1396,Parent,,
CAT-2025-0486,ERROR,UNASSIGNED_ROOT_NODE,Information Products,479,IP-1986,Parent,,
CAT-2025-0487,ERROR,UNASSIGNED_ROOT_NODE,Information Products,482,IP-1777,Parent,,
CAT-2025-0488,ERROR,UNASSIGNED_ROOT_NODE,Information Products,484,IP-1156,Parent,,
CAT-2025-0489,ERROR,UNASSIGNED_ROOT_NODE,Information Products,488,IP-1683,Parent,,
CAT-2025-0490,ERROR,UNASSIGNED_ROOT_NODE,Information Products,489,IP-1909,Parent,,
CAT-2025-0491,ERROR,UNASSIGNED_ROOT_NODE,Information Products,492,IP-1693,Parent,,
CAT-2025-0492,ERROR,UNASSIGNED_ROOT_NODE,Information Products,493,IP-1705,Parent,,
CAT-2025-0493,ERROR,UNASSIGNED_ROOT_NODE,Information Products,494,IP-1141,Parent,,
CAT-2025-0494,ERROR,UNASSIGNED_ROOT_NODE,Information Products,495,IP-2000,Parent,,
CAT-2025-0495,ERROR,UNASSIGNED_ROOT_NODE,Information Products,496,IP-1671,Parent,,
CAT-2025-0496,ERROR,UNASSIGNED_ROOT_NODE,Information Products,497,IP-1713,Parent,,
CAT-2025-0497,ERROR,UNASSIGNED_ROOT_NODE,Information Products,498,IP-2015,Parent,,
CAT-2025-0498,ERROR,UNASSIGNED_ROOT_NODE,Information Products,499,IP-1430,Parent,,
CAT-2025-0499,ERROR,UNASSIGNED_ROOT_NODE,Information Products,500,IP-1615,Parent,,
CAT-2025-0500,ERROR,UNASSIGNED_ROOT_NODE,Information Products,501,IP-1573,Parent,,
CAT-2025-0501,ERROR,UNASSIGNED_ROOT_NODE,Information Products,502,IP-1216,Parent,,
CAT-2025-0502,ERROR,UNASSIGNED_ROOT_NODE,Information Products,503,IP-1827,Parent,,
CAT-2025-0503,ERROR,UNASSIGNED_ROOT_NODE,Information Products,504,IP-1480,Parent,,
CAT-2025-0504,ERROR,UNASSIGNED_ROOT_NODE,Information Products,505,IP-1795,Parent,,
CAT-2025-0505,ERROR,UNASSIGNED_ROOT_NODE,Information Products,506,IP-1471,Parent,,
CAT-2025-0506,ERROR,UNASSIGNED_ROOT_NODE,Information Products,507,IP-1267,Parent,,
CAT-2025-0507,ERROR,UNASSIGNED_ROOT_NODE,Information Products,515,IP-1630,Parent,,
CAT-2025-0508,ERROR,UNASSIGNED_ROOT_NODE,Information Products,516,IP-1782,Parent,,
CAT-2025-0509,ERROR,UNASSIGNED_ROOT_NODE,Information Products,517,IP-1483,Parent,,
CAT-2025-0510,ERROR,UNASSIGNED_ROOT_NODE,Information Products,526,IP-1149,Parent,,
CAT-2025-0511,ERROR,UNASSIGNED_ROOT_NODE,Information Products,527,IP-1604,Parent,,
CAT-2025-0512,ERROR,UNASSIGNED_ROOT_NODE,Information Products,528,IP-1342,Parent,,
CAT-2025-0513,ERROR,UNASSIGNED_ROOT_NODE,Information Products,536,IP-1958,Parent,,
CAT-2025-0514,ERROR,UNASSIGNED_ROOT_NODE,Information Products,537,IP-1669,Parent,,
CAT-2025-0515,ERROR,UNASSIGNED_ROOT_NODE,Information Products,538,IP-1395,Parent,,
CAT-2025-0516,ERROR,UNASSIGNED_ROOT_NODE,Information Products,548,IP-1661,Parent,,
CAT-2025-0517,ERROR,UNASSIGNED_ROOT_NODE,Information Products,549,IP-1534,Parent,,
CAT-2025-0518,ERROR,UNASSIGNED_ROOT_NODE,Information Products,550,IP-1369,Parent,,
CAT-2025-0519,ERROR,UNASSIGNED_ROOT_NODE,Information Products,551,IP-1529,Parent,,
CAT-2025-0520,ERROR,UNASSIGNED_ROOT_NODE,Information Products,552,IP-1229,Parent,,
CAT-2025-0521,ERROR,UNASSIGNED_ROOT_NODE,Information Products,553,IP-1320,Parent,,
CAT-2025-0522,ERROR,UNASSIGNED_ROOT_NODE,Information Products,554,IP-1916,Parent,,
CAT-2025-0523,ERROR,UNASSIGNED_ROOT_NODE,Information Products,556,IP-1254,Parent,,
CAT-2025-0524,ERROR,UNASSIGNED_ROOT_NODE,Information Products,557,IP-1208,Parent,,
CAT-2025-0525,ERROR,UNASSIGNED_ROOT_NODE,Information Products,558,IP-1578,Parent,,
CAT-2025-0526,ERROR,UNASSIGNED_ROOT_NODE,Information Products,559,IP-1977,Parent,,
CAT-2025-0527,ERROR,UNASSIGNED_ROOT_NODE,Information Products,560,IP-1213,Parent,,
CAT-2025-0528,ERROR,UNASSIGNED_ROOT_NODE,Information Products,561,IP-1753,Parent,,
CAT-2025-0529,ERROR,UNASSIGNED_ROOT_NODE,Information Products,562,IP-1668,Parent,,
CAT-2025-0530,ERROR,UNASSIGNED_ROOT_NODE,Information Products,563,IP-1940,Parent,,
CAT-2025-0531,ERROR,UNASSIGNED_ROOT_NODE,Information Products,564,IP-1248,Parent,,
CAT-2025-0532,ERROR,UNASSIGNED_ROOT_NODE,Information Products,565,IP-1960,Parent,,
CAT-2025-0533,ERROR,UNASSIGNED_ROOT_NODE,Information Products,566,IP-1204,Parent,,
CAT-2025-0534,ERROR,UNASSIGNED_ROOT_NODE,Information Products,568,IP-1581,Parent,,
CAT-2025-0535,ERROR,UNASSIGNED_ROOT_NODE,Information Products,569,IP-1947,Parent,,
CAT-2025-0536,ERROR,UNASSIGNED_ROOT_NODE,Information Products,570,IP-1800,Parent,,
CAT-2025-0537,ERROR,UNASSIGNED_ROOT_NODE,Information Products,571,IP-1555,Parent,,
CAT-2025-0538,ERROR,UNASSIGNED_ROOT_NODE,Information Products,572,IP-1494,Parent,,
CAT-2025-0539,ERROR,UNASSIGNED_ROOT_NODE,Information Products,573,IP-1687,Parent,,
CAT-2025-0540,ERROR,UNASSIGNED_ROOT_NODE,Information Products,574,IP-1565,Parent,,
CAT-2025-0541,ERROR,UNASSIGNED_ROOT_NODE,Information Products,575,IP-1377,Parent,,
CAT-2025-0542,ERROR,UNASSIGNED_ROOT_NODE,Information Products,576,IP-1776,Parent,,
CAT-2025-0543,ERROR,UNASSIGNED_ROOT_NODE,Information Products,577,IP-1706,Parent,,
CAT-2025-0544,ERROR,UNASSIGNED_ROOT_NODE,Information Products,578,IP-1127,Parent,,
CAT-2025-0545,ERROR,UNASSIGNED_ROOT_NODE,Information Products,579,IP-1306,Parent,,
CAT-2025-0546,ERROR,UNASSIGNED_ROOT_NODE,Information Products,580,IP-1145,Parent,,
CAT-2025-0547,ERROR,UNASSIGNED_ROOT_NODE,Information Products,589,IP-1715,Parent,,
CAT-2025-0548,ERROR,UNASSIGNED_ROOT_NODE,Information Products,590,IP-1645,Parent,,
CAT-2025-0549,ERROR,UNASSIGNED_ROOT_NODE,Information Products,591,IP-1435,Parent,,
CAT-2025-0550,ERROR,UNASSIGNED_ROOT_NODE,Information Products,592,IP-1503,Parent,,
CAT-2025-0551,ERROR,UNASSIGNED_ROOT_NODE,Information Products,593,IP-1824,Parent,,
CAT-2025-0552,ERROR,UNASSIGNED_ROOT_NODE,Information Products,594,IP-1962,Parent,,
CAT-2025-0553,ERROR,UNASSIGNED_ROOT_NODE,Information Products,595,IP-1305,Parent,,
CAT-2025-0554,ERROR,UNASSIGNED_ROOT_NODE,Information Products,596,IP-1700,Parent,,
CAT-2025-0555,ERROR,UNASSIGNED_ROOT_NODE,Information Products,597,IP-1583,Parent,,
CAT-2025-0556,ERROR,UNASSIGNED_ROOT_NODE,Information Products,600,IP-1392,Parent,,
CAT-2025-0557,ERROR,UNASSIGNED_ROOT_NODE,Information Products,601,IP-1335,Parent,,
CAT-2025-0558,ERROR,UNASSIGNED_ROOT_NODE,Information Products,605,IP-1783,Parent,,
CAT-2025-0559,ERROR,UNASSIGNED_ROOT_NODE,Information Products,606,IP-1361,Parent,,
CAT-2025-0560,ERROR,UNASSIGNED_ROOT_NODE,Information Products,607,IP-1192,Parent,,
CAT-2025-0561,ERROR,UNASSIGNED_ROOT_NODE,Information Products,608,IP-1294,Parent,,
CAT-2025-0562,ERROR,UNASSIGNED_ROOT_NODE,Information Products,609,IP-1748,Parent,,
CAT-2025-0563,ERROR,UNASSIGNED_ROOT_NODE,Information Products,610,IP-1574,Parent,,
CAT-2025-0564,ERROR,UNASSIGNED_ROOT_NODE,Information Products,611,IP-1830,Parent,,
CAT-2025-0565,ERROR,UNASSIGNED_ROOT_NODE,Information Products,612,IP-1755,Parent,,
CAT-2025-0566,ERROR,UNASSIGNED_ROOT_NODE,Information Products,613,IP-1173,Parent,,
CAT-2025-0567,ERROR,UNASSIGNED_ROOT_NODE,Information Products,615,IP-1818,Parent,,
CAT-2025-0568,ERROR,UNASSIGNED_ROOT_NODE,Information Products,616,IP-1652,Parent,,
CAT-2025-0569,ERROR,UNASSIGNED_ROOT_NODE,Information Products,618,IP-1861,Parent,,
CAT-2025-0570,ERROR,UNASSIGNED_ROOT_NODE,Information Products,619,IP-1902,Parent,,
CAT-2025-0571,ERROR,UNASSIGNED_ROOT_NODE,Information Products,620,IP-2027,Parent,,
CAT-2025-0572,ERROR,UNASSIGNED_ROOT_NODE,Information Products,621,IP-1791,Parent,,
CAT-2025-0573,ERROR,UNASSIGNED_ROOT_NODE,Information Products,622,IP-1458,Parent,,
CAT-2025-0574,ERROR,UNASSIGNED_ROOT_NODE,Information Products,623,IP-1549,Parent,,
CAT-2025-0575,ERROR,UNASSIGNED_ROOT_NODE,Information Products,624,IP-1507,Parent,,
CAT-2025-0576,ERROR,UNASSIGNED_ROOT_NODE,Information Products,625,IP-1720,Parent,,
CAT-2025-0577,ERROR,UNASSIGNED_ROOT_NODE,Information Products,634,IP-1324,Parent,,
CAT-2025-0578,ERROR,UNASSIGNED_ROOT_NODE,Information Products,635,IP-1478,Parent,,
CAT-2025-0579,ERROR,UNASSIGNED_ROOT_NODE,Information Products,636,IP-1943,Parent,,
CAT-2025-0580,ERROR,UNASSIGNED_ROOT_NODE,Information Products,637,IP-1457,Parent,,
CAT-2025-0581,ERROR,UNASSIGNED_ROOT_NODE,Information Products,638,IP-1303,Parent,,
CAT-2025-0582,ERROR,UNASSIGNED_ROOT_NODE,Information Products,639,IP-1318,Parent,,
CAT-2025-0583,ERROR,UNASSIGNED_ROOT_NODE,Information Products,640,IP-1473,Parent,,
CAT-2025-0584,ERROR,UNASSIGNED_ROOT_NODE,Information Products,641,IP-1541,Parent,,
CAT-2025-0585,ERROR,UNASSIGNED_ROOT_NODE,Information Products,642,IP-1677,Parent,,
CAT-2025-0586,ERROR,UNASSIGNED_ROOT_NODE,Information Products,643,IP-1351,Parent,,
CAT-2025-0587,ERROR,UNASSIGNED_ROOT_NODE,Information Products,644,IP-1391,Parent,,
CAT-2025-0588,ERROR,UNASSIGNED_ROOT_NODE,Information Products,645,IP-1527,Parent,,
CAT-2025-0589,ERROR,UNASSIGNED_ROOT_NODE,Information Products,646,IP-1309,Parent,,
CAT-2025-0590,ERROR,UNASSIGNED_ROOT_NODE,Information Products,647,IP-1520,Parent,,
CAT-2025-0591,ERROR,UNASSIGNED_ROOT_NODE,Information Products,648,IP-1399,Parent,,
CAT-2025-0592,ERROR,UNASSIGNED_ROOT_NODE,Information Products,649,IP-1966,Parent,,
CAT-2025-0593,ERROR,UNASSIGNED_ROOT_NODE,Information Products,656,IP-1905,Parent,,
CAT-2025-0594,ERROR,UNASSIGNED_ROOT_NODE,Information Products,657,IP-2032,Parent,,
CAT-2025-0595,ERROR,UNASSIGNED_ROOT_NODE,Information Products,658,IP-1599,Parent,,
CAT-2025-0596,ERROR,UNASSIGNED_ROOT_NODE,Information Products,659,IP-1221,Parent,,
CAT-2025-0597,ERROR,UNASSIGNED_ROOT_NODE,Information Products,660,IP-1633,Parent,,
CAT-2025-0598,ERROR,UNASSIGNED_ROOT_NODE,Information Products,661,IP-1875,Parent,,
CAT-2025-0599,ERROR,UNASSIGNED_ROOT_NODE,Information Products,663,IP-1976,Parent,,
CAT-2025-0600,ERROR,UNASSIGNED_ROOT_NODE,Information Products,664,IP-1261,Parent,,
CAT-2025-0601,ERROR,UNASSIGNED_ROOT_NODE,Information Products,665,IP-1785,Parent,,
CAT-2025-0602,ERROR,UNASSIGNED_ROOT_NODE,Information Products,666,IP-1374,Parent,,
CAT-2025-0603,ERROR,UNASSIGNED_ROOT_NODE,Information Products,667,IP-1822,Parent,,
CAT-2025-0604,ERROR,UNASSIGNED_ROOT_NODE,Information Products,668,IP-1975,Parent,,
CAT-2025-0605,ERROR,UNASSIGNED_ROOT_NODE,Information Products,669,IP-2026,Parent,,
CAT-2025-0606,ERROR,UNASSIGNED_ROOT_NODE,Information Products,670,IP-1996,Parent,,
CAT-2025-0607,ERROR,UNASSIGNED_ROOT_NODE,Information Products,671,IP-1710,Parent,,
CAT-2025-0608,ERROR,UNASSIGNED_ROOT_NODE,Information Products,672,IP-1559,Parent,,
CAT-2025-0609,ERROR,UNASSIGNED_ROOT_NODE,Information Products,673,IP-1291,Parent,,
CAT-2025-0610,ERROR,UNASSIGNED_ROOT_NODE,Information Products,674,IP-1829,Parent,,
CAT-2025-0611,ERROR,UNASSIGNED_ROOT_NODE,Information Products,675,IP-1273,Parent,,
CAT-2025-0612,ERROR,UNASSIGNED_ROOT_NODE,Information Products,677,IP-1963,Parent,,
CAT-2025-0613,ERROR,UNASSIGNED_ROOT_NODE,Information Products,685,IP-1623,Parent,,
CAT-2025-0614,ERROR,UNASSIGNED_ROOT_NODE,Information Products,686,IP-1641,Parent,,
CAT-2025-0615,ERROR,UNASSIGNED_ROOT_NODE,Information Products,687,IP-1805,Parent,,
CAT-2025-0616,ERROR,UNASSIGNED_ROOT_NODE,Information Products,688,IP-1169,Parent,,
CAT-2025-0617,ERROR,UNASSIGNED_ROOT_NODE,Information Products,689,IP-1991,Parent,,
CAT-2025-0618,ERROR,UNASSIGNED_ROOT_NODE,Information Products,690,IP-1957,Parent,,
CAT-2025-0619,ERROR,UNASSIGNED_ROOT_NODE,Information Products,691,IP-1816,Parent,,
CAT-2025-0620,ERROR,UNASSIGNED_ROOT_NODE,Information Products,692,IP-1523,Parent,,
CAT-2025-0621,ERROR,UNASSIGNED_ROOT_NODE,Information Products,693,IP-1236,Parent,,
CAT-2025-0622,ERROR,UNASSIGNED_ROOT_NODE,Information Products,694,IP-1587,Parent,,
CAT-2025-0623,ERROR,UNASSIGNED_ROOT_NODE,Information Products,695,IP-1515,Parent,,
CAT-2025-0624,ERROR,UNASSIGNED_ROOT_NODE,Information Products,696,IP-1242,Parent,,
CAT-2025-0625,ERROR,UNASSIGNED_ROOT_NODE,Information Products,697,IP-1622,Parent,,
CAT-2025-0626,ERROR,UNASSIGNED_ROOT_NODE,Information Products,698,IP-1073,Parent,,
CAT-2025-0627,ERROR,UNASSIGNED_ROOT_NODE,Information Products,706,IP-1160,Parent,,
CAT-2025-0628,ERROR,UNASSIGNED_ROOT_NODE,Information Products,707,IP-1230,Parent,,
CAT-2025-0629,ERROR,UNASSIGNED_ROOT_NODE,Information Products,708,IP-1842,Parent,,
CAT-2025-0630,ERROR,UNASSIGNED_ROOT_NODE,Information Products,709,IP-1646,Parent,,
CAT-2025-0631,ERROR,UNASSIGNED_ROOT_NODE,Information Products,710,IP-1952,Parent,,
CAT-2025-0632,ERROR,UNASSIGNED_ROOT_NODE,Information Products,711,IP-2030,Parent,,
CAT-2025-0633,ERROR,UNASSIGNED_ROOT_NODE,Information Products,712,IP-1969,Parent,,
CAT-2025-0634,ERROR,UNASSIGNED_ROOT_NODE,Information Products,713,IP-1326,Parent,,
CAT-2025-0635,ERROR,UNASSIGNED_ROOT_NODE,Information Products,714,IP-1168,Parent,,
CAT-2025-0636,ERROR,UNASSIGNED_ROOT_NODE,Information Products,715,IP-1759,Parent,,
CAT-2025-0637,ERROR,UNASSIGNED_ROOT_NODE,Information Products,716,IP-1990,Parent,,
CAT-2025-0638,ERROR,UNASSIGNED_ROOT_NODE,Information Products,717,IP-1994,Parent,,
CAT-2025-0639,ERROR,UNASSIGNED_ROOT_NODE,Information Products,718,IP-1172,Parent,,
CAT-2025-0640,ERROR,UNASSIGNED_ROOT_NODE,Information Products,719,IP-1210,Parent,,
CAT-2025-0641,ERROR,UNASSIGNED_ROOT_NODE,Information Products,720,IP-1499,Parent,,
CAT-2025-0642,ERROR,UNASSIGNED_ROOT_NODE,Information Products,721,IP-2012,Parent,,
CAT-2025-0643,ERROR,UNASSIGNED_ROOT_NODE,Information Products,722,IP-1699,Parent,,
CAT-2025-0644,ERROR,UNASSIGNED_ROOT_NODE,Information Products,723,IP-1142,Parent,,
CAT-2025-0645,ERROR,UNASSIGNED_ROOT_NODE,Information Products,724,IP-1299,Parent,,
CAT-2025-0646,ERROR,UNASSIGNED_ROOT_NODE,Information Products,725,IP-1348,Parent,,
CAT-2025-0647,ERROR,UNASSIGNED_ROOT_NODE,Information Products,726,IP-1439,Parent,,
CAT-2025-0648,ERROR,UNASSIGNED_ROOT_NODE,Information Products,729,IP-1404,Parent,,
CAT-2025-0649,ERROR,UNASSIGNED_ROOT_NODE,Information Products,730,IP-1858,Parent,,
CAT-2025-0650,ERROR,UNASSIGNED_ROOT_NODE,Information Products,731,IP-1911,Parent,,
CAT-2025-0651,ERROR,UNASSIGNED_ROOT_NODE,Information Products,732,IP-1869,Parent,,
CAT-2025-0652,ERROR,UNASSIGNED_ROOT_NODE,Information Products,733,IP-1333,Parent,,
CAT-2025-0653,ERROR,UNASSIGNED_ROOT_NODE,Information Products,734,IP-1372,Parent,,
CAT-2025-0654,ERROR,UNASSIGNED_ROOT_NODE,Information Products,735,IP-1579,Parent,,
CAT-2025-0655,ERROR,UNASSIGNED_ROOT_NODE,Information Products,736,IP-1554,Parent,,
CAT-2025-0656,ERROR,UNASSIGNED_ROOT_NODE,Information Products,737,IP-1206,Parent,,
CAT-2025-0657,ERROR,UNASSIGNED_ROOT_NODE,Information Products,738,IP-1793,Parent,,
CAT-2025-0658,ERROR,UNASSIGNED_ROOT_NODE,Information Products,739,IP-1670,Parent,,
CAT-2025-0659,ERROR,UNASSIGNED_ROOT_NODE,Information Products,740,IP-1752,Parent,,
CAT-2025-0660,ERROR,UNASSIGNED_ROOT_NODE,Information Products,741,IP-1183,Parent,,
CAT-2025-0661,ERROR,UNASSIGNED_ROOT_NODE,Information Products,742,IP-1238,Parent,,
CAT-2025-0662,ERROR,UNASSIGNED_ROOT_NODE,Information Products,743,IP-1626,Parent,,
CAT-2025-0663,ERROR,UNASSIGNED_ROOT_NODE,Information Products,744,IP-1985,Parent,,
CAT-2025-0664,ERROR,UNASSIGNED_ROOT_NODE,Information Products,745,IP-1577,Parent,,
CAT-2025-0665,ERROR,UNASSIGNED_ROOT_NODE,Information Products,746,IP-1185,Parent,,
CAT-2025-0666,ERROR,UNASSIGNED_ROOT_NODE,Information Products,747,IP-1137,Parent,,
CAT-2025-0667,ERROR,UNASSIGNED_ROOT_NODE,Information Products,749,IP-2024,Parent,,
CAT-2025-0668,ERROR,UNASSIGNED_ROOT_NODE,Information Products,751,IP-1999,Parent,,
CAT-2025-0669,ERROR,UNASSIGNED_ROOT_NODE,Information Products,752,IP-1769,Parent,,
CAT-2025-0670,ERROR,UNASSIGNED_ROOT_NODE,Information Products,753,IP-1862,Parent,,
CAT-2025-0671,ERROR,UNASSIGNED_ROOT_NODE,Information Products,754,IP-1647,Parent,,
CAT-2025-0672,ERROR,UNASSIGNED_ROOT_NODE,Information Products,755,IP-2031,Parent,,
CAT-2025-0673,ERROR,UNASSIGNED_ROOT_NODE,Information Products,756,IP-1467,Parent,,
CAT-2025-0674,ERROR,UNASSIGNED_ROOT_NODE,Information Products,757,IP-1694,Parent,,
CAT-2025-0675,ERROR,UNASSIGNED_ROOT_NODE,Information Products,758,IP-2016,Parent,,
CAT-2025-0676,ERROR,UNASSIGNED_ROOT_NODE,Information Products,759,IP-1662,Parent,,
CAT-2025-0677,ERROR,UNASSIGNED_ROOT_NODE,Information Products,760,IP-1978,Parent,,
CAT-2025-0678,ERROR,UNASSIGNED_ROOT_NODE,Information Products,761,IP-1375,Parent,,
CAT-2025-0679,ERROR,UNASSIGNED_ROOT_NODE,Information Products,762,IP-1974,Parent,,
CAT-2025-0680,ERROR,UNASSIGNED_ROOT_NODE,Information Products,763,IP-1839,Parent,,
CAT-2025-0681,ERROR,UNASSIGNED_ROOT_NODE,Information Products,764,IP-1812,Parent,,
CAT-2025-0682,ERROR,UNASSIGNED_ROOT_NODE,Information Products,765,IP-1271,Parent,,
CAT-2025-0683,ERROR,UNASSIGNED_ROOT_NODE,Information Products,766,IP-1441,Parent,,
CAT-2025-0684,ERROR,UNASSIGNED_ROOT_NODE,Information Products,767,IP-1840,Parent,,
CAT-2025-0685,ERROR,UNASSIGNED_ROOT_NODE,Information Products,768,IP-1817,Parent,,
CAT-2025-0686,ERROR,UNASSIGNED_ROOT_NODE,Information Products,769,IP-1340,Parent,,
CAT-2025-0687,ERROR,UNASSIGNED_ROOT_NODE,Information Products,770,IP-1381,Parent,,
CAT-2025-0688,ERROR,UNASSIGNED_ROOT_NODE,Information Products,771,IP-1635,Parent,,
CAT-2025-0689,ERROR,UNASSIGNED_ROOT_NODE,Information Products,772,IP-1640,Parent,,
CAT-2025-0690,ERROR,UNASSIGNED_ROOT_NODE,Information Products,773,IP-1182,Parent,,
CAT-2025-0691,ERROR,UNASSIGNED_ROOT_NODE,Information Products,774,IP-1660,Parent,,
CAT-2025-0692,ERROR,UNASSIGNED_ROOT_NODE,Information Products,775,IP-1164,Parent,,
CAT-2025-0693,ERROR,UNASSIGNED_ROOT_NODE,Information Products,776,IP-1731,Parent,,
CAT-2025-0694,ERROR,UNASSIGNED_ROOT_NODE,Information Products,777,IP-2002,Parent,,
CAT-2025-0695,ERROR,UNASSIGNED_ROOT_NODE,Information Products,778,IP-1514,Parent,,
CAT-2025-0696,ERROR,UNASSIGNED_ROOT_NODE,Information Products,779,IP-1487,Parent,,
CAT-2025-0697,ERROR,UNASSIGNED_ROOT_NODE,Information Products,780,IP-1482,Parent,,
CAT-2025-0698,ERROR,UNASSIGNED_ROOT_NODE,Information Products,781,IP-1571,Parent,,
CAT-2025-0699,ERROR,UNASSIGNED_ROOT_NODE,Information Products,782,IP-1988,Parent,,
CAT-2025-0700,ERROR,UNASSIGNED_ROOT_NODE,Information Products,783,IP-1220,Parent,,
CAT-2025-0701,ERROR,UNASSIGNED_ROOT_NODE,Information Products,784,IP-1517,Parent,,
CAT-2025-0702,ERROR,UNASSIGNED_ROOT_NODE,Information Products,785,IP-1419,Parent,,
CAT-2025-0703,ERROR,UNASSIGNED_ROOT_NODE,Information Products,786,IP-1676,Parent,,
CAT-2025-0704,ERROR,UNASSIGNED_ROOT_NODE,Information Products,787,IP-1443,Parent,,
CAT-2025-0705,ERROR,UNASSIGNED_ROOT_NODE,Information Products,788,IP-1771,Parent,,
CAT-2025-0706,ERROR,UNASSIGNED_ROOT_NODE,Information Products,789,IP-1809,Parent,,
CAT-2025-0707,ERROR,UNASSIGNED_ROOT_NODE,Information Products,790,IP-1757,Parent,,
CAT-2025-0708,ERROR,UNASSIGNED_ROOT_NODE,Information Products,791,IP-1394,Parent,,
CAT-2025-0709,ERROR,UNASSIGNED_ROOT_NODE,Information Products,793,IP-1948,Parent,,
CAT-2025-0710,ERROR,UNASSIGNED_ROOT_NODE,Information Products,794,IP-1811,Parent,,
CAT-2025-0711,ERROR,UNASSIGNED_ROOT_NODE,Information Products,795,IP-1287,Parent,,
CAT-2025-0712,ERROR,UNASSIGNED_ROOT_NODE,Information Products,796,IP-1732,Parent,,
CAT-2025-0713,ERROR,UNASSIGNED_ROOT_NODE,Information Products,797,IP-1385,Parent,,
CAT-2025-0714,ERROR,UNASSIGNED_ROOT_NODE,Information Products,798,IP-1352,Parent,,
CAT-2025-0715,ERROR,UNASSIGNED_ROOT_NODE,Information Products,799,IP-1684,Parent,,
CAT-2025-0716,ERROR,UNASSIGNED_ROOT_NODE,Information Products,800,IP-1998,Parent,,
CAT-2025-0717,ERROR,UNASSIGNED_ROOT_NODE,Information Products,802,IP-1728,Parent,,
CAT-2025-0718,ERROR,UNASSIGNED_ROOT_NODE,Information Products,803,IP-1638,Parent,,
CAT-2025-0719,ERROR,UNASSIGNED_ROOT_NODE,Information Products,804,IP-1479,Parent,,
CAT-2025-0720,ERROR,UNASSIGNED_ROOT_NODE,Information Products,805,IP-1196,Parent,,
CAT-2025-0721,ERROR,UNASSIGNED_ROOT_NODE,Information Products,806,IP-1126,Parent,,
CAT-2025-0722,ERROR,UNASSIGNED_ROOT_NODE,Information Products,807,IP-1813,Parent,,
CAT-2025-0723,ERROR,UNASSIGNED_ROOT_NODE,Information Products,808,IP-1848,Parent,,
CAT-2025-0724,ERROR,UNASSIGNED_ROOT_NODE,Information Products,809,IP-1263,Parent,,
CAT-2025-0725,ERROR,UNASSIGNED_ROOT_NODE,Information Products,810,IP-1743,Parent,,
CAT-2025-0726,ERROR,UNASSIGNED_ROOT_NODE,Information Products,811,IP-1834,Parent,,
CAT-2025-0727,ERROR,UNASSIGNED_ROOT_NODE,Information Products,812,IP-1841,Parent,,
CAT-2025-0728,ERROR,UNASSIGNED_ROOT_NODE,Information Products,813,IP-1629,Parent,,
CAT-2025-0729,ERROR,UNASSIGNED_ROOT_NODE,Information Products,814,IP-1898,Parent,,
CAT-2025-0730,ERROR,UNASSIGNED_ROOT_NODE,Information Products,821,IP-1895,Parent,,
CAT-2025-0731,ERROR,UNASSIGNED_ROOT_NODE,Information Products,822,IP-1678,Parent,,
CAT-2025-0732,ERROR,UNASSIGNED_ROOT_NODE,Information Products,823,IP-1438,Parent,,
CAT-2025-0733,ERROR,UNASSIGNED_ROOT_NODE,Information Products,824,IP-1724,Parent,,
CAT-2025-0734,ERROR,UNASSIGNED_ROOT_NODE,Information Products,825,IP-1165,Parent,,
CAT-2025-0735,ERROR,UNASSIGNED_ROOT_NODE,Information Products,827,IP-1611,Parent,,
CAT-2025-0736,ERROR,UNASSIGNED_ROOT_NODE,Information Products,830,IP-1448,Parent,,
CAT-2025-0737,ERROR,UNASSIGNED_ROOT_NODE,Information Products,831,IP-1917,Parent,,
CAT-2025-0738,ERROR,UNASSIGNED_ROOT_NODE,Information Products,832,IP-1214,Parent,,
CAT-2025-0739,ERROR,UNASSIGNED_ROOT_NODE,Information Products,833,IP-1794,Parent,,
CAT-2025-0740,ERROR,UNASSIGNED_ROOT_NODE,Information Products,834,IP-1178,Parent,,
CAT-2025-0741,ERROR,UNASSIGNED_ROOT_NODE,Information Products,835,IP-1455,Parent,,
CAT-2025-0742,ERROR,UNASSIGNED_ROOT_NODE,Information Products,836,IP-1432,Parent,,
CAT-2025-0743,ERROR,UNASSIGNED_ROOT_NODE,Information Products,837,IP-1553,Parent,,
CAT-2025-0744,ERROR,UNASSIGNED_ROOT_NODE,Information Products,838,IP-1452,Parent,,
CAT-2025-0745,ERROR,UNASSIGNED_ROOT_NODE,Information Products,839,IP-1775,Parent,,
CAT-2025-0746,ERROR,UNASSIGNED_ROOT_NODE,Information Products,840,IP-1365,Parent,,
CAT-2025-0747,ERROR,UNASSIGNED_ROOT_NODE,Information Products,841,IP-1409,Parent,,
CAT-2025-0748,ERROR,UNASSIGNED_ROOT_NODE,Information Products,842,IP-1412,Parent,,
CAT-2025-0749,ERROR,UNASSIGNED_ROOT_NODE,Information Products,843,IP-1690,Parent,,
CAT-2025-0750,ERROR,UNASSIGNED_ROOT_NODE,Information Products,844,IP-2005,Parent,,
CAT-2025-0751,ERROR,UNASSIGNED_ROOT_NODE,Information Products,845,IP-1970,Parent,,
